alt_id,comment,created_by,creation_date,def,name,property_value,subset,synonym,xref
,,jaiswalp,2010-10-25T05:04:14Z,"""The total Cu2+ ion concentration measured in a given volume of a plant or a plant part or plant extract."" [Gramene:pankaj_jaiswal]",cuperous ion concentration,,,,
,,jaiswalp,2010-10-25T05:04:19Z,"""The total Cu3+ ion concentration measured in a given volume of a plant or a plant part or plant extract."" [Gramene:pankaj_jaiswal]",cuperic ion concentration,,,,
,,jaiswalp,2010-10-25T10:36:57Z,"""A mineral and ion content trait (TO:0000465) which is the cadmium cation (CHEBI:63063) composition in a plant structure (PO:0009011)."" [Gramene:Karthik, TO:cooperl]",cadmium content trait,,,,
['TO:0020113'],Leaf surface affected by abiotic stresses like insecticides and cold temperature as evidenced by chlorotic tissue.,jaiswalp,2010-10-25T05:13:05Z,"""A leaf color trait (TO:0006060) describing the yellowing of leaves, due to insufficient production of chlorophyll."" [Gramene:Karthik, TO:moorel]",leaf chlorosis,,,,
,,jaiswalp,2010-10-25T05:23:52Z,"""Number of days taken from the day of sowing to the first emergence of cotyledons or hypocotyl."" [Gramene:curators]",days to germinate,,,,
,,jaiswalp,2010-10-25T05:27:37Z,"""The average width of a plant measured across an axis such as the main stem/stalk."" [Gramene:pankaj_jaiswal]",plant width,,,,
,Refer to serrated (PATO:0001206): A shape quality inhering in a bearer by virtue of having sharp straight-edged teeth pointing to the apex.,jaiswalp,2010-10-25T05:30:17Z,"""A leaf margin morphology trait (TO:0002635) which is a notched or grooved leaf margin (PO:0020128)."" [Gramene:curators, PO:0020128, TO:cooperl]",leaf margin serrated,,,,['PATO:0001206']
,,jaiswalp,2010-10-25T05:34:19Z,"""Leaf lamina rolled into a tube like structure."" [Gramene:Karthik]",rolled leaf,,,,
,,jaiswalp,2010-10-25T05:36:01Z,"""A seedling hypocotyl morphology trait (TO:0000769) which is the length of a seedling hypocotyl (PO:0025291)."" [Gramene:Karthik, PO:0025291, TO:cooperl]",seedling hypocotyl length,,,,"['PATO:0000122', 'TO_GIT:64']"
,,jaiswalp,2010-10-25T05:37:25Z,"""Measurement of trichomes found in per unit area of a leaf."" [Gramene:curators]",leaf trichome density,,,,
,"Aphids are members of the insect order Homoptera, family Aphididae.",jaiswalp,2010-10-25T05:38:56Z,"""Resistance displayed by the plant to the aphid infestation."" [Gramene:pankaj_jaiswal]",aphid resistance,,,,
,,jaiswalp,2010-10-25T05:42:12Z,"""Measure of the seed's germination ability in dark."" [Gramene:curators]",germinability in dark,,,,
,,jaiswalp,2010-10-25T05:44:20Z,"""A measure of seed dormancy defined as the days of seed dry storage required to reach 50% germination (DSDS50)."" [Gramene:Karthik]",DSDS50,,,,
,,,,"""The percentage of seeds that germinate against the total number of seeds planted."" [Gramene:pankaj_jaiswal]",percent germination,,,,
,,,,"""Describes the way different colors, their hue and shades are distributed on a leaf lamina and its parts such as leaf margin, leaf tip, leaf veins."" [Gramene:pankaj_jaiswal]",leaf lamina color distribution,,,"['""LFLCLDIST (related)"" RELATED []']",
,Associated to the trait inflorescence type (TO:0000267).,,,"""An inflorescence primary branch morphology trait (TO:0000846) which is the attitude of a second order inflorescence axis (PO:0006321) in terms of upright and drooping characters."" [Gramene:pankaj_jaiswal, PO:0006321, TO:moorel]",inflorescence primary branch attitude,,,"['""INFLPBRAATT (related)"" RELATED []']",
,"Refer to color PATO:0000014: A composite chromatic quality composed of hue, saturation and intensity parts.",,,"""An inflorescence axis morphology trait (TO:0000782) which is the color of an inflorescence axis (PO:0020122)."" [Gramene:pankaj_jaiswal, PO:0020122, TO:moorel]",inflorescence axis color,,,"['""INFLAXISCL (related)"" RELATED []']",['PATO:0000014']
,"Refer to color PATO:0000014: A composite chromatic quality composed of hue, saturation and intensity parts.",,,"""An inflorescence branch morphology trait (TO:0000784) which is the color of the inflorescence branch (PO:0009081)."" [Gramene:pankaj_jaiswal, PO:0009081, TO:moorel]",inflorescence branch color,,,"['""INFLBRACL (related)"" RELATED []', '""panicle branch color (related)"" RELATED []']",['PATO:0000014']
,"In case of cereal crop plants such as rice, corn, wheat etc., first leaf below the inflorescence or the last leaf on the shoot is called the flag leaf. Penultimate leaf is the one below flag leaf.",,,"""Length of the leaf penultimate to the first leaf below the inflorescence."" [Gramene:pankaj_jaiswal]",penultimate leaf length,,,"['""PENLFLG (related)"" RELATED []', '""second leaf length (related)"" RELATED []']",
,"In case of cereal crop plants such as rice, corn, wheat etc., first leaf below the inflorescence or the last leaf on the shoot is called the flag leaf. Penultimate leaf is the one below flag leaf.",,,"""Lamina width of the leaf penultimate to the first leaf below the inflorescence."" [Gramene:pankaj_jaiswal]",penultimate leaf lamina width,,,"['""PENLFLWD (related)"" RELATED []', '""second leaf width (related)"" RELATED []']",
,Refer to width (PATO:0000921): A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,,,"""An awn morphology trait (TO:0002718) which is the width of the awn (PO:0025349)."" [Gramene:pankaj_jaiswal, PO:0025349, TO:moorel]",awn width,,,"['""AWNWD (related)"" RELATED []']",['PATO:0000921']
,,,,"""A floral organ length (TO:0002614) that is the length of the stigma (PO:0009073)."" [Gramene:pankaj_jaiswal]",stigma length,,,"['""STIGLG (related)"" RELATED []']",
,,,,"""A floral organ length (TO:0002614) that is the length of the style (PO:0009074)."" [Gramene:pankaj_jaiswal]",style length,,,"['""silk length (narrow)"" NARROW []', '""STYLLG (related)"" RELATED []']","['PATO:0000122', 'TO_GIT:113']"
,,,,"""Color of the spatial section of the internode that is found proximal (next) to the colored node of a stem."" [Gramene:pankaj_jaiswal]",internode color in proxomity to colored node,,,"['""INCLPROXNDCL (related)"" RELATED []']",
,LAI is used to predict photosynthetic primary production and as a reference tool for crop growth. Measured on the plant canopy only.,jaiswalp,2011-12-09T01:27:39Z,"""Leaf Area Index (LAI) is the ratio of total upper leaf surface of vegetation divided by the surface area of the land on which the vegetation grows."" [Wikipedia:Leaf_area_index]",leaf area index,,,,
,,jaiswalp,2011-12-09T01:52:17Z,"""A chlorophyll content trait (TO:0000495) which is a quality of a leaf (PO:0025034)."" [PO:0025034, TO:cooperl]",leaf chlorophyll content,,,,['TO_GIT:275']
,,jaiswalp,2011-12-09T01:54:09Z,,chlorophyll content in an extract,,,,
,,jaiswalp,2011-12-09T02:09:21Z,,quantum yield,,,"['""QY (related)"" RELATED []']",
,,jaiswalp,2011-12-09T02:09:52Z,,chlorophyll fluorescence induction kinetics,,,"['""OJIP (related)"" RELATED []']",
,,jaiswalp,2011-12-09T02:12:03Z,,fluorescence related trait,,,,
,,jaiswalp,2011-12-09T02:13:21Z,,quantum yield determined by the light curve,,,,
,,jaiswalp,2011-12-09T02:16:09Z,,quantum yield at a given wavelength,,,,
,,jaiswalp,2011-12-09T02:18:08Z,,continuous fluorescence yield,,,"['""F<sub>T</sub> (related)"" RELATED []']",
,,jaiswalp,2011-12-09T02:28:13Z,"""Leaf Area Duration (LAD) is the ratio of total upper leaf surface of vegetation divided by the surface area of the land on which the vegetation grows. Measured over time."" [group:Crop_Ontology_Group]",leaf area duration,,,"['""LAD (related)"" RELATED []']",
,,jaiswalp,2011-12-09T02:34:15Z,"""Rate of loss of normal leaf color over time."" [group:Crop_Ontology_Group]",leaf senescence rate,,,,
,In grasses often measured for flag or the second leaf from top.,jaiswalp,2011-12-09T02:35:49Z,"""Time taken to lose normal leaf color."" [group:Crop_Ontology_Group]",leaf senescence duration,,,,
,"Refer to compact (PATO:0001485): A structural quality inhering in a bearer by virtue of the bearer's being thicker or more closely packed together; pressed tightly together. Refer to shape (PATO:0000052): A morphological quality inhering in a bearer by virtue of the bearer's ratios of distances between its features (points, edges, surfaces and also holes etc).",,,"""A panicle inflorescence morphology trait (TO:0000847) which is the compactness of a panicle inflorescence (PO:0030123)."" [TO:moorel]",panicle inflorescence compactness,,,,"['PATO:0000052', 'PATO:0001485']"
,,,,,grain weight to panicle weight ratio,,,,
,,,,"""A potassium content trait (TO:0000609) which is the potassium cation (CHEBI:29103) composition in a shoot system (PO:0009006)."" [Gramene:cwt, https://search.proquest.com/docview/1426182399, ICRIS:019, TO:cooperl]",shoot system potassium content,,,,
,,,,"""A sodium content trait (TO:0000608) which is the sodium cation (CHEBI:29101) composition in a shoot system (PO:0009006)."" [Gramene:cwt, https://search.proquest.com/docview/1426182399, ICRIS:018, TO:cooperl]",shoot system sodium content,,,,
,,,,"""Causative agent: Chilo partellus. Infections causes the appearance of small elongated holes in young whorl leaves, tunelling of earheads results in breakage or chaffy earheads affecting grain development."" [GCP:053, Gramene:cwt6]",sorghum stem borer resistance,,,,
,,,,,chickpea pod borer,,,,
,,,,"""Causative agent: Atherigona soccata. Larval feeding results in central leaf wilting and drying causing the typical deadheart symptom."" [GCP:051, Gramene:cwt6]",sorghum shoot fly resistance,,,,
,,,,"""Causative agent: Aspergillus spp and Penicillium spp. Trait is measured as extent of grain surface covered with mold."" [Gramene:cwt, ICRIS:050]",sorghum grain mold,,,,
,,,,"""Causative agent: Puccinia purpurea. Infection causes purple, red or tan flecks on both surfaces of leaves, leaving a reddish powder on fingers when passed over it."" [Gramene:cwt, ICRIS:049]",sorghum rust resistance,,,,
,,,,"""Causative agent:Peronospora sp. It causes abundant downy white growth on the under surfaces of infected portions of leaves during humid weather, mature infected leaves become necrotic and intervenal tissues disintegrate to give the typical shredded leaf symptom."" [Gramene:cwt, ICRIS:047]",sorghum downy mildew resistance,,,,
,,,,,chickpea botrytis grey mold resistance,,,,
,,,,,chickpea fusarium wild resistance,,,,
,,,,,chickpea colleotrichum blight resistance,,,,
,,,,,chickpea ascochyta blight resistance,,,,
,,,,,sorghum leaf blight resistance,,,,['TO_GIT:69']
,"Refer to texture PATO:0000150: A morphologic quality inhering in a bearer by virtue of the bearer's relative size, organization and distribution of its surface elements or the representation or invention of the appearance of its surface; visual and tactile surface characteristics.",,,"""A seed morphology trait (TO:0000184) which is the texture of a seed (PO:0009010)."" [PO:0009010, TO:moorel]",seed texture,,,,"['TO:0000150', 'TO_GIT:213']"
,Refer to spotted (PATO:0000333): A color pattern inhering in a bearer by virtue of bearer's being marked with a round area of different hue or degree of saturation.,,,"""A seed coat pattern trait (TO:0000904) where the seed coat (PO:0009088) has colored spots."" [PO:0009088, TO:moorel]",seed coat spotted,,,,"['PATO:0000333', 'TO_GIT:148']"
,,,,,tertiary shoot branch number,,,,
,,,,,secondary shoot branch number,,,,
,,,,,primary shoot branch number,,,,
,,,,,basal axillary tertiary branch number,,,,
,,,,,basal axillary secondary branch number,,,,
,,,,,basal axillary primary branch number,,,,
,,,,,basal axillary branch number,,,,
,,,,,apical axillary tertiary branch number,,,,
,,,,,apical axillary secondary branch number,,,,
,,,,,apical axillary primary branch number,,,,
,,,,,apical axillary branch number,,,,['Gramene:cwt6']
,,,,"""Length of pubescence (presence of hairs) on the leaf blade surface."" [Gramene:cwt]",leaf lamina pubscence length,,,,
,,,,"""Density of pubescence (presence of hairs) on the leaf blade surface."" [Gramene:cwt]",leaf lamina pubescence density,,,,
,Refer to pubescent hair (PATO:0001320): A pilosity quality of being covered with short hairs or soft down. Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A leaf lamina margin pudescence (TO:0002723) trait which is the length of pubescence (presence of hairs) on the leaf lamina margin (PO:0025009)."" [Gramene:cwt, PO:0025009, TO:moorel]",leaf lamina margin pubescence length,,,,"['PATO:0000122', 'PATO:0001320']"
,Refer to pubescent hair (PATO:0001320): A pilosity quality of being covered with short hairs or soft down. Refer to density (PATO:0001019): A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.,,,"""A leaf lamina margin pubescence trait (TO:0002723) which is the density of pubescence (presence of hairs) on the leaf lamina margin (PO:0025009)."" [Gramene:cwt6, PO:002009, TO:moorel]",leaf lamina margin pubescence density,,,,"['PATO:0001019', 'PATO:0001320']"
,Refer to length (PATO:0000122): A 1-D extent quality which is equal to the distance between two points.,,,"""A glume morphology trait (TO:0000869) which is the length of a glume (PO:0009039) measured in mm (millimeter)."" [Gramene:cwt, IWIS:1420, PO:0009039, TO:moorel]",glume length,,,,['PATO:0000122']
,Refer to width (PATO:0000921): A 1-D extent quality which is equal to the distance from one side of an object to another side which is opposite.,,,"""A glume morphology trait (TO:0000869) with is the measurement of width of glume (PO:0009039) in mm (millimeter)."" [Gramene:cwt, IWIS:1421, PO:0009039, TO:moorel]",glume width,,,,['PATO:0000921']
,Refer to density (PATO:0001019): A physical quality which inheres in a bearer by virtue of some influence is exerted by the bearer's mass per unit size.,,,"""A glume pubescence (TO:0020036) trait which is the measurement of glume hairines density on outer side of sterile glume (PO:0009039)."" [Gramene:cwt, IWIS:1422, PO:0009039, TO:moorel]",glume pubescence density,,,,['PATO:0001019']
